Latitude,Longitude,Elevation,Slope,Aspect,Curvature,SPI,TWI,TRI,NDVI,LULC,Annual_Rainfall,Drainage_Density,Soil_Texture,output,timestamp
22.79720258,92.27718779,412,21.28434944,178.43945315,'-0.056074858000000116,0.42847800299999994,0.42847800299999994,11.005049705,0.2192537335,6,53.339982035,0.1247550025,5.5,,2026-01-10 19:26:15.823917
22.79720258,92.27718779,412,21.28434944,178.43945315,'-0.056074858000000116,0.42847800299999994,0.42847800299999994,11.005049705,0.2192537335,6,53.339982035,0.1247550025,5.5,High Susceptibility (Probability: 0.7530),2026-01-10 19:26:27.182556
